Date,Drug type,Origin,Transit,Destination,Seizure country,Seizure place,Origin place,Destination place,Vessel,Shipping line,Container no.,Cover cargo,Routing,Concealment,Modus operandi,Total quantity (kg),Other quantity,Other unit,Case count,Arrests,Transport type,Container,Risk score,Risk band,Risk flags,Reports (n),Outlets,Text used,Language,Headline,Link,Event ID
2026-09-21,NSA,,,,,,,,,,,,,Luggage / passenger goods,NSA (2 kg) | concealed: Luggage / passenger goods,1.7,,,1,,Unknown,No,5,Low,Multiple drugs,1,DELFI,full,ru,Гражданка Латвии привезла в Таллинн наркотики и устроила по городу 90 тайников,https://rus.delfi.lv/57863/criminal/120135280/grazhdanka-latvii-privezla-v-tallinn-narkotiki-i-ustroila-po-gorodu-90-taynikov,1492
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (1 kg),1.0,,,1,,Unknown,No,5,Low,Multiple drugs,1,Новости Беларуси | БелТА,full,ru,Более 1 кг наркотиков обнаружили правоохранители в квартире минчанина,https://belta.by/regions/view/bolee-1-kg-narkotikov-obnaruzhili-pravoohraniteli-v-kvartire-minchanina-802060-2026/,1493
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (2 kg),1.665,,,1,,Unknown,No,5,Low,Multiple drugs,1,İleri Gazetesi,full,tr,Sorgun’da uyuşturucu operasyonu,https://www.ilerigazetesi.com.tr/sorgunda-uyusturucu-operasyonu,1442
2026-09-21,Cannabis,Russia,,,Russia,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,zhiguli.io,full,ru,Вместе с Некоглаем по делу о наркотиках в Молдавии задержали 21-летнюю россиянку,https://zhiguli.io/news/politika/vmeste-s-nekoglaem-po-delu-o-narkotikah-v-moldavii-zaderzhali-21-letnjuju-rossijanku/,1508
2026-09-21,Cannabis,,,,Russia,,,,,,,,,,Cannabis,,,,1,,Unknown,No,5,Low,Multiple drugs,1,NEWS.ru,full,ru,"Стало известно, что грозит Некоглаю и его жене за продажу наркотиков",https://news.ru/amp/society/stalo-izvestno-chto-grozit-nekoglayu-i-ego-zhene-za-prodazhu-narkotikov,1464
2026-09-21,Heroin/Opium,,,,India,Delhi,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,5,Low,Multiple drugs,1,punjabkesari.com,full,hi,"96 घंटे में 4.78 करोड़ की ड्रग्स जब्त, छह अफ्रीकी नागरिक समेत 19 धरे",https://m.punjabkesari.com/article/delhi-ncr-news/drugs-worth-rs-4-78-crore-seized-in-96-hours-19-arrested-including-six-african-nationals-2/1823804,1544
2026-09-21,Cocaine,,,,Ukraine,Odesa,,,,,,,,,Cocaine | Road,,,,1,,Road,No,5,Low,Multiple drugs,1,News Telegraf,full,ru,"Кокаин, блокада экспорта и ""абонементы"" для бизнеса: что известно о делах Госпродпотребслужбы",https://news.telegraf.com.ua/obshhestvo/5950318-kokain-blokada-eksportu-ta-abonementi-dlya-biznesu-shcho-vidomo-pro-spravi-derzhprodspozhivsluzhbi,1487
2026-09-21,NSA,,,,,,,,,,,,,,NSA (0 kg),0.00856,,,1,,Unknown,No,5,Low,Multiple drugs,1,Hürriyet,full,tr,Kahramanmaraş’ta uyuşturucu operasyonu: 10 gözaltı,https://www.hurriyet.com.tr/gundem/kahramanmarasta-uyusturucu-operasyonu-10-gozalti-43314771,1450
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (1 kg),0.786,,,1,,Unknown,No,5,Low,Multiple drugs,1,İlke Kocaeli,full,tr,Kocaeli’de uyuşturucu bilançosu: 1 haftada 15 tutuklama,https://www.ilkekocaeli.com/asayis/255664-kocaelide-uyusturucu-bilancosu-1-haftada-15-tutuklama/?amp=1,1448
2026-09-21,NSA,,,,,,,,,,,,,,NSA (2 kg),2.0,,,1,,Unknown,No,5,Low,Multiple drugs,1,DELFI,full,ru,ФОТО. Наркотики прятали по тайникам: в Кенгарагсе и Адажи задержали группу наркодилеров,https://rus.delfi.lv/57863/criminal/120135308/foto-narkotiki-pryatali-po-taynikam-v-kengaragse-i-adazhi-zaderzhali-gruppu-narkodilerov,1479
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine,,,,1,,Unknown,No,5,Low,Multiple drugs,1,noi.md,full,ru,В Кишинёве изъяли наркотики на сумму свыше миллиона леев,https://noi.md/ru/obshhestvo/v-kishinyove-iziyali-narkotiki-na-summu-svyshe-milliona-leev?prev=1&rb_clickid=93839004-1631626137-256984910,1514
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (0 kg),0.109,,,1,,Unknown,No,5,Low,Multiple drugs,1,Bugün Kocaeli Gazetesi,full,tr,EMNİYET VE JANDARMADAN KOCAELİ’DE UYUŞTURUCU OPERASYONU,https://www.bugunkocaeli.com.tr/emniyet-ve-jandarmadan-kocaelide-uyusturucu-operasyonu,1295
2026-09-21,NSA,,,,,,,,,,,,,,NSA (0 kg),0.016,,,1,,Unknown,No,5,Low,Multiple drugs,1,Aksiyon.com.TR,full,tr,"Karaman'da haftalık denetimlerde 11 tutuklama, çok sayıda silah ve uyuşturucu ele geçirildi",https://www.aksiyon.com.tr/karaman-da-haftalik-denetimlerde-11-tutuklama-cok-sayida-silah-ve-uyusturucu-ele-gecirildi-359147,1298
2026-09-21,NSA,,,,,,,,,,,,,,NSA (0 kg),0.184,,,1,,Unknown,No,5,Low,Multiple drugs,2,"Halk 54, saraymedya.com",full,tr,Sakarya'da uyuşturucu operasyonu: 6 kişi tutuklandı,https://www.saraymedya.com/haber/sakarya-da-uyusturucu-operasyonu-6-kisi-tutuklandi_305806/,1292
2026-09-21,Cannabis,,,,,,,,,,,,,Postal / parcel,Cannabis | Post/express | concealed: Postal / parcel,,,,1,,Post/express,No,5,Low,Multiple drugs,1,新浪财经,full,zh,罗湖海关在旅检进境渠道查获一名旅客在内裤中藏匿大麻,http://finance.sina.cn/2026-09-20/detail-inismrfk6915899.d.html?cre=tianyi&mod=wlocal&loc=9&r=0&rfunc=2&tj=cxvertical_wlocal&tr=1047&pos=362,1520
2026-09-21,NSA,,,,,,,,,,,,,,NSA (3 kg),3.0,,,1,,Unknown,No,5,Low,Multiple drugs,1,Özgün Kocaeli,full,tr,Kocaeli’de uyuşturucu operasyonları hız kesmedi: 15 tutuklama,https://www.ozgunkocaeli.com.tr/kocaelide-uyusturucu-operasyonlari-hiz-kesmedi-15-tutuklama,1354
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (6 kg),6.35,,,1,,Unknown,No,5,Low,Multiple drugs,2,"Gazette.com.tr, ensonhaber.com",full,tr,Sakarya'da uyuşturucu operasyonu: 4 şüpheli tutuklandı,https://www.gazette.com.tr/Haber/turkiye/sakaryada-uyusturucu-operasyonu-4-supheli-tutuklandi-127916,1345
2026-09-21,NSA,,,,,,,,,,,,,,NSA (0 kg),0.25529999999999997,,,1,,Unknown,No,5,Low,Multiple drugs,2,"Kars Manşet, Mersin Haber",full,tr,Eskişehir'de Uyuşturucu ile Mücadele Kapsamında 72 Şüpheliye İşlem Yapıldı,https://www.mersinhaber.com/haber-eskisehirde-uyusturucu-ile-mucadele-kapsaminda-72-supheliye-islem-yapildi/779942,1348
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (40 kg),40.0,,,1,,Unknown,No,0,Low,,1,Sanmarg Hindi Daily,full,hi,"रामनगर में पुलिस ने अभियान चलाकर पकड़ा करीब 40 किलो गांजा, 1 गिरफ्तार",https://sanmarg.in/west-bengal-coronavirus/police-seized-40-kg-of-ganja-in-ramnagar,2830
2026-09-21,NSA,,,,Hong Kong,,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,am730.com.hk,full,zh,破依托咪酯毒品加工場 28歲失業男涉兩罪今提堂,https://www1.am730.com.hk/%E6%9C%AC%E5%9C%B0/1016111/%E7%A0%B4%E4%BE%9D%E6%89%98%E5%92%AA%E9%85%AF%E6%AF%92%E5%93%81%E5%8A%A0%E5%B7%A5%E5%A0%B4-28%E6%AD%B2%E5%A4%B1%E6%A5%AD%E7%94%B7%E6%B6%89%E5%85%A9%E7%BD%AA%E4%BB%8A%E6%8F%90%E5%A0%82,2814
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,0,Low,,1,SB Noticias,snippet,pt,Guarda Municipal com auxílio do canil apreende 376 porções de maconha no Parque do Lago,https://sbnoticias.com.br/noticia/Guarda-Municipal-com-auxilio-do-canil-apreende-376-porcoes-de-maconha-no-Parque-do-Lago/231732,2947
2026-09-21,Heroin/Opium,,,,,,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,0,Low,,1,Vocal TV,full,hi,"भारी मात्रा में हेरोइन बरामद, एक गिरफ्तार",https://vocaltv.in/crime/one-person-arrester-atguwahatiphp/cid19281735.htm,1699
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,0,Low,,1,Haber Ege,snippet,tr,Konak’ta 40 Kök Hint Keneviri Ele Geçirildi,https://www.haberege.com.tr/konakta-40-kok-hint-keneviri-ele-gecirildi-4263393,1835
2026-09-21,Heroin/Opium,,,,,,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,0,Low,,1,Dainik Bhaskar,full,hi,"पुलिस पर रिश्वत मांगने का आरोप लगाया...अब हेरोइन-तस्करी में एक्शन: जसबीर समेत 3 गिरफ्तार, घर से 70.460 ग्राम हेरोइन समेत 29.22 लाख का सामान जब्त - durg-bhilai News",https://www.bhaskar.com/g/local/chhattisgarh/durg-bhilai/news/bhilai-jasbir-kaur-heroin-smuggling-arrest-police-controversy-139097592.html,1676
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,0,Low,,1,Catve,snippet,pt,BPFRON e PF apreendem mais de 150 quilos de maconha em área de mata em Guaíra,https://catve.com/noticia/9/483041/bpfron-e-pf-apreendem-mais-de-150-quilos-de-maconha-em-area-de-mata-em-guaira,1585
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis | Sea - cargo (other),,,,1,,Sea - cargo (other),No,0,Low,,1,Rádio Difusora do Paraná,full,pt,Policia apreende 708 quilos de maconha e duas armas em chácara de Toledo,https://radiodifusora.net/policia-apreende-708-quilos-de-maconha-e-duas-armas-em-chacara-de-toledo,1586
2026-09-21,Cannabis,,,,Egypt,Cairo,,,,,,,,,Cannabis,,,,1,,Unknown,No,0,Low,,1,مصر تايمز,snippet,ar,طالب يدير صفحة لبيع المخدرات أونلاين.. ضبطه وبحوزته الحشيش بالقاهرة,https://www.masrtimes.com/753976,1591
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (4 kg) | Road,3.75,,,1,,Road,No,0,Low,,1,Canlı Gaste,full,tr,Kocaeli'de uyuşturucu operasyonunda yakalanan şüpheli tutuklandı,https://www.canligaste.com/kocaeli-de-uyusturucu-operasyonunda-yakalanan-supheli-tutuklandi/913491/,1598
2026-09-21,NSA,,,,,,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,Türkinform,full,tr,Adana’da 375 bin uyuşturucu hap ele geçirildi,https://turkinform.com.tr/adanada-375-bin-uyusturucu-hap-ele-gecirildi,1599
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,0,Low,,1,Dainik Bhaskar,full,hi,"759 ग्राम अवैध गांजा बरामद, एनडीपीएस एक्ट के तहत केस दर्ज",https://www.bhaskar.com/local/uttar-pradesh/sonbhadra/kota/video/shaktinagar-police-arrest-woman-ganja-seizure-singrauli-139099073.html?type=video,1602
2026-09-21,Cannabis,,,,Nepal,,,,,,,,,,Cannabis (30 kg),30.0,,,1,,Unknown,No,0,Low,,1,Prabhat Khabar,full,hi,"पर्सा: 30 किलो गांजा जब्त, 75 वर्षीय महिला सहित 3 गिरफ्तार.",https://www.prabhatkhabar.com/state/bihar/motihari/three-arrested-30kg-ganja-firing-parsa/amp,1609
2026-09-21,Cannabis,,,,,,,,,,,,,Postal / parcel,Cannabis (8 kg) | Post/express | concealed: Postal / parcel,8.1,,,1,,Post/express,No,0,Low,,3,"Dainik Bhaskar, Prabhat Khabar, mp news cast",full,hi,चक्रधरपुर रेलवे स्टेशन पर उत्कल एक्सप्रेस से 8.1 किलो गांजा बरामद,https://www.bhaskar.com/local/jharkhand/chaibasa/chakradharpur/news/81-kg-of-ganja-recovered-from-utkal-express-at-chakradharpur-railway-station-dbp-139095230.html,1611
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (64 kg),63.76,,,1,,Unknown,No,0,Low,,1,ETV Bharat,full,hi,'आज गांजा और कल को विस्फोटक भी पहुंच सकता था..' HC की टिप्पणी- 'बिहार में सुरक्षा व्यवस्था का दावा ढोंग',https://www.etvbharat.com/hi/bharat/patna-high-court-questions-security-after-64-kg-ganja-reaches-patna-brn26092100410,1615
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (62 kg),61.937,,,1,,Unknown,No,0,Low,,1,हिन्दुस्थान समाचार,full,hi,"61.937 किलो गांजा बरामद, एक गिरफ्तार",https://www.hindusthansamachar.in/Encyc/2026/9/21/61937-Kg-Suspected-Ganja-Seiz.php,1654
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (73 kg),73.0,,,1,,Unknown,No,0,Low,,1,liveaaryaavart.com,full,hi,वैशाली : एक चारपहिया वाहन से 73 किलोग्राम गांजा बरामद,https://www.liveaaryaavart.com/2026/09/Ganja-seized-vaishali.html,1656
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (3 kg),3.0,,,1,,Unknown,No,0,Low,,1,bhaskarhindi.com,full,hi,Jabalpur news: 3 किलो 78 ग्राम गांजा जब्त; दो आरोपी गिरफ्तार,https://www.bhaskarhindi.com/city/jabalpur/3-kg-78-g-of-cannabis-seized-two-accused-arrested-1364044,1659
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (1.7 t),1675.0,,,1,,Unknown,No,0,Low,,1,bhaskardigital.com,snippet,hi,"Maharajganj : फरेंदा में 1.675 किलो गांजा के साथ युवक गिरफ्तार, मोटरसाइकिल बरामद",https://bhaskardigital.com/maharajganj-youth-arrested-in-pharenda-with-1-675-kg-of-cannabis-motorcycle-seized/,1663
2026-09-21,Heroin/Opium,,,,India,Amritsar,,,,,,,,,Heroin/Opium (12 kg),12.0,,,1,,Unknown,No,0,Low,,1,Dainik Bhaskar,full,hi,"फरीदकोट में नशे समेत 2 तस्कर गिरफ्तार: 12 KG हेरोइन बरामद, बाइक पर सप्लाई देने तरनतारन से आए थे; पुलिस नाके...",https://www.bhaskar.com/local/punjab/faridkot/news/faridkot-police-arrest-tarn-taran-smugglers-heroin-seizure-138996882.html,1664
2026-09-21,Heroin/Opium,,,,Qatar,,,,,,,,,,Heroin/Opium (2 kg),2.125,,,1,,Unknown,No,0,Low,,2,"Amar Ujala, Vocal TV",full,hi,2.125 किलो हेरोइन के साथ दो नशा तस्कर गिरफ्तार,https://www.amarujala.com/video/delhi-ncr/nuh/video-two-drug-smugglers-arrested-with-2125-kg-of-heroin-2026-09-21,1665
2026-09-21,Heroin/Opium,,,,India,Haryana,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,0,Low,,1,Dainik Bhaskar,full,hi,"फतेहाबाद में पंजाब के दो नशा तस्कर अरेस्ट: 54 लाख की हेरोइन बरामद, कार में सप्लाई देने आ रहे, NDPS एक्ट में...",https://www.bhaskar.com/local/haryana/fatehabad/jakhalmandi/news/fatehabad-heroin-seizure-punjab-smugglers-arrested-ndps-act-139059331.html,1672
2026-09-21,Heroin/Opium,,,,,,,,,,,,,,Heroin/Opium | 3 arrests,,,,1,3.0,Unknown,No,0,Low,,1,Dainik Bhaskar,full,hi,"खुर्सीपार में घर से 14 लाख की हेरोइन बरामद, तीन गिरफ्तार",https://www.bhaskar.com/g/local/chhattisgarh/durg-bhilai/news/heroin-worth-rs-14-lakh-recovered-from-a-house-in-khursipar-three-arrested-dbp-139095025.html,1674
2026-09-21,Heroin/Opium,,,,India,Haryana,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,0,Low,,1,Dainik Bhaskar,full,hi,"बरवाला CIA ने अरेस्ट की महिला नशा तस्कर: संदिग्ध अवस्था में घूम रही, तलाशी में हेरोइन बरामद, पुलिस खंगाल रह...",https://www.bhaskar.com/local/haryana/hisar/uklanamandi/news/hisar-barwala-woman-arrested-heroin-smuggling-cia-police-update-139067378.html,1677
2026-09-21,Unspecified,,,,,,,,,,,,,,Unspecified (164 kg) | Air,164.0,,,1,,Air,No,0,Low,,1,chinapress.com.my,snippet,zh,柬16天连破6宗机场运毒 查获逾164公斤毒品,https://www.chinapress.com.my/20260921/%E6%9F%AC16%E5%A4%A9%E8%BF%9E%E7%A0%B46%E5%AE%97%E6%9C%BA%E5%9C%BA%E8%BF%90%E6%AF%92-%E6%9F%A5%E8%8E%B7%E9%80%BE164%E5%85%AC%E6%96%A4%E6%AF%92%E5%93%81/,2810
2026-09-21,Heroin/Opium,,,,India,Delhi,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,0,Low,,1,grandnews.in,full,hi,"CG NEWS: पुलिस की बड़ी रेड, 70.460 ग्राम हेरोइन और 2.35 लाख नकद जब्त, महिला समेत तीन गिरफ्तार",https://grandnews.in/2026/09/21/cg-news-major-police-raid-70-460-grams/,2563
2026-09-21,Methamphetamine,,,,Kuwait,,,,,,,,,,Methamphetamine (2 kg),2.0,,,1,,Unknown,No,0,Low,,1,Arab Times Kuwait News,full,en,Ex-Kuwait Citizen Arrested for Manufacturing and Trafficking Crystal Meth,https://www.arabtimesonline.com/news/ex-kuwaiti-citizen-arrested-for-manufacturing-and-trafficking-crystal-meth/,2622
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis | 2 arrests,,,,1,2.0,Unknown,No,0,Low,,1,Oeste Mais,full,pt,Polícia Militar apreende cerca de 82 quilos de maconha após perseguição em Dionísio Cerqueira,https://www.oestemais.com/policia/2026/09/21/policia-militar-apreende-cerca-de-82-quilos-de-maconha-apos-perseguicao-em-dionisio-cerqueira/,1793
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (82 kg) | 31 arrests,82.0,,,1,31.0,Unknown,No,0,Low,,1,Portal São Miguel Notícias,full,pt,Polícia apreende cerca de 82 kg de maconha após perseguição,https://www.portalsmo.com.br/noticias/35648/policia-apreende-cerca-de-82-kg-de-maconha-apos-perseguicao,1792
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,0,Low,,1,Marechal News,snippet,pt,BPFRON e Polícia Federal apreendem 150 quilos de maconha em Guaíra,https://marechalnews.com.br/noticia/217671/bpfron-e-policia-federal-apreendem-150-quilos-de-maconha-em-guaira/amp,1790
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (180 kg),180.0,,,1,,Unknown,No,0,Low,,1,ND Mais,full,pt,Operações apreendem mais de 180 kg de maconha no Oeste de SC,https://ndmais.com.br/video/operacoes-apreendem-mais-de-180-kg-de-maconha-no-oeste-de-sc/,1788
2026-09-21,Heroin/Opium,,,,India,Amritsar,,,,,,,,,"Heroin/Opium (5 kg, 10 packages)",5.0,10.0,packages,1,,Unknown,No,0,Low,,1,The Tribune,full,en,5 kg heroin found near border post in Amritsar,https://www.tribuneindia.com/news/amritsar/5-kg-heroin-found-near-border-post-in-amritsar/amp,1948
2026-09-21,Heroin/Opium,,,,India,Jalandhar,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,0,Low,,1,Amar Ujala,full,hi,"Jalandhar News: हेरोइन का नशा करते दो युवक गिरफ्तार, फॉयल पेपर, लाइटर और करंसी नोट बरामद",https://www.amarujala.com/punjab/jalandhar/two-youths-arrested-for-heroin-use-foil-paper-a-lighter-and-currency-notes-recovered-kapurthala-news-c-80-1-kpt1001-103617-2026-09-22,1868
2026-09-21,Cocaine,,,,,,,,,,,,,,Cocaine (1 kg) | Road,1.089,,,1,,Road,No,0,Low,,1,GUB.UY,full,es,Incautan más de un kilo de cocaína tras operativo vehicular en la Ruta 1,https://www.gub.uy/ministerio-interior/comunicacion/noticias/incautan-kilo-cocaina-tras-operativo-vehicular-ruta-1,2008
2026-09-21,Cannabis,,,,Mexico,Michoacan,,,,,,,,,Cannabis (0 kg),0.0167,,,1,,Unknown,No,0,Low,,1,Pulso Diario San Luis,full,es,Detiene la GCE a cuatro con drogas,https://pulsoslp.com.mx/seguridad/detenciones-por-drogas-en-san-luis-guardia-civil-estatal-actua/2087862,2025
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis (185 kg) | Road,185.0,,,1,,Road,No,0,Low,,1,Calama en Línea – Noticias,full,es,Encuentran 185 kilos de marihuana al interior de vehículo robado en San Pedro de Atacama,https://noticias.calamaenlinea.cl/policial/encuentran-185-kilos-de-marihuana-al-interior-de-vehiculo-robado-en-san-pedro-de-atacama/,2029
2026-09-21,Cannabis,,,,,,,,,,,,,,Cannabis,,,,1,,Unknown,No,0,Low,,1,Portal Rondon,full,pt,Polícia Militar apreende cerca de 151 quilos de maconha na BR-163,https://portalrondon.com.br/2026/09/policia-militar-apreende-cerca-de-151-quilos-de-maconha-na-br-163/,1795
2026-09-21,NSA,,,,,,,,,,,,,,NSA,,,,1,,Unknown,No,0,Low,,1,Küçük Saat | Adana Haberleri,full,tr,MİT ve Adana Emniyetinden ortak operasyon: 375 bin uyuşturucu hap ele geçirildi,https://www.kucuksaat.com/mit-ve-adana-emniyetinden-ortak-operasyon-375-bin-uyusturucu-hap-ele-gecirildi-55274h.htm,1830
2026-09-21,Heroin/Opium,,,,Kuwait,,,,,,,,,,Heroin/Opium,,,,1,,Unknown,No,0,Low,,1,alwatan.kuwait.tt,snippet,ar,إحباط تهريب 4 كيلو هيروين إلى البلاد في شحنة قطع غيار سيارات,http://alwatan.kuwait.tt/articledetails.aspx?id=833133&yearquarter=20263,1824
